	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type	broad_rel	cp_broken	no_rel	spec_rel	total_pmids
751	22517741	C064589	D000544	c_d	C064589_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d					
752	22517741	C076831	D000544	c_d	C076831_x_D000544	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
754	22538409	8086	613385	g_d	8086_x_613385	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
757	22538409	8086	C537301	g_d	8086_x_C537301	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
758	22538409	8086	C538582	g_d	8086_x_C538582	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
760	22538409	8086	D000168	g_d	8086_x_D000168	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d					
762	22538409	8086	D001766	g_d	8086_x_D001766	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d					
763	22538409	8086	D003286	g_d	8086_x_D003286	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
764	22538409	8086	D004194	g_d	8086_x_D004194	15	gene mutation is/may be associated with disease	7	1.0	14	0.5	g	d					
766	22538409	8086	D007022	g_d	8086_x_D007022	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
767	22538409	8086	D007172	g_d	8086_x_D007172	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
768	22538409	8086	D009358	g_d	8086_x_D009358	15	c_2_broken	9	0.0	15	0.6	g	d					
771	22538409	8086	D013575	g_d	8086_x_D013575	15	gene mutation is/may be associated with disease	8	0.0	15	0.5333333333333333	g	d					
772	22538409	8086	D014987	g_d	8086_x_D014987	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
773	22538409	8086	D018450	g_d	8086_x_D018450	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
779	22584989	8086	D006470	g_d	8086_x_D006470	16	gene has no relation to disease	8	1.0	15	0.5333333333333333	g	d					
781	22584989	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
783	22632969	D011188	D010300	c_d	D011188_x_D010300	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
784	22645345	C097188	D001791	c_d	C097188_x_D001791	15	c_1_broken	12	1.0	14	0.8571428571428571	c	d					
785	22717794	C015473	D018981	c_d	C015473_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
786	22717794	C026406	C536108	c_d	C026406_x_C536108	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
787	22717794	D013185	D018981	c_d	D013185_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
788	22728164	C054149	D000860	c_d	C054149_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d					
789	22728164	D009569	D000860	c_d	D009569_x_D000860	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
790	22728164	D020123	D000860	c_d	D020123_x_D000860	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
792	22781125	D000116	C535436	c_d	D000116_x_C535436	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
793	22781125	D011134	C535436	c_d	D011134_x_C535436	16	c_1_broken	13	0.0	16	0.8125	c	d					
795	22827796	D009841	D018981	c_d	D009841_x_D018981	16	c_1_broken	13	0.0	16	0.8125	c	d					
796	22962013	D010100	D002282	c_d	D010100_x_D002282	15	c_1_broken	9	0.0	15	0.6	c	d					
797	22991164	D009844	D018981	c_d	D009844_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
800	23012188	D003348	D006331	c_d	D003348_x_D006331	19	c_2_broken	9	1.0	18	0.5	c	d					
806	23056690	8086	D002658	g_d	8086_x_D002658	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
808	23056690	8086	D009135	g_d	8086_x_D009135	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
810	23056690	8086	D014832	g_d	8086_x_D014832	15	gene mutation is/may be associated with disease	12	0.0	15	0.8	g	d					
811	23056690	8086	D019636	g_d	8086_x_D019636	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
813	23077033	D011188	D009410	c_d	D011188_x_D009410	15	c_1_broken	12	0.0	15	0.8	c	d					
814	23093985	D005978	D010195	c_d	D005978_x_D010195	15	c_2_broken	9	0.0	15	0.6	c	d					
815	23139742	C004479	D004715	c_d	C004479_x_D004715	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
816	23139742	C121720	D004715	c_d	C121720_x_D004715	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
817	23139742	D000596	D004715	c_d	D000596_x_D004715	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
819	23139742	D009711	D004715	c_d	D009711_x_D004715	15	c_1_broken	15	0.0	15	1.0	c	d					
820	23139742	D024502	D004715	c_d	D024502_x_D004715	15	c_1_broken	15	0.0	15	1.0	c	d					
827	23327820	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	9	0.0	15	0.6	g	d					
829	23327820	8086	D020734	g_d	8086_x_D020734	15	gene mutation is/may be associated with disease	13	1.0	14	0.9285714285714286	g	d					
831	23372685	C006780	D003924	c_d	C006780_x_D003924	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
832	23372685	C009462	D003924	c_d	C009462_x_D003924	15	c_1_broken	12	0.0	15	0.8	c	d					
833	23372685	C089739	D003924	c_d	C089739_x_D003924	15	drug (may) increase(s) risk of disease	7	0.0	15	0.4666666666666667	c	d					
834	23372685	C544092	D003924	c_d	C544092_x_D003924	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
835	23372685	D003915	D003924	c_d	D003915_x_D003924	15	c_1_broken	15	0.0	15	1.0	c	d					
836	23372685	D010100	D003924	c_d	D010100_x_D003924	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
837	23430875	C082768	D018981	c_d	C082768_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
838	23430875	C471076	D018981	c_d	C471076_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
839	23430875	D016685	D018981	c_d	D016685_x_D018981	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
840	23506892	C013059	C535747	c_d	C013059_x_C535747	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
841	23506892	C067869	C535747	c_d	C067869_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d					
842	23506892	D000250	C535747	c_d	D000250_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d					
843	23506892	D009705	C535747	c_d	D009705_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d					
844	23506892	D009711	C535747	c_d	D009711_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d					
845	23506892	D011756	C535747	c_d	D011756_x_C535747	15	c_1_broken	15	0.0	15	1.0	c	d					
846	23536801	C072553	C536954	c_d	C072553_x_C536954	15	c_2_broken	6	0.0	15	0.4	c	d					
847	23536801	D005978	D000544	c_d	D005978_x_D000544	16	c_1_broken	14	0.0	16	0.875	c	d					
848	23608659	C016885	D006973	c_d	C016885_x_D006973	15	c_1_broken	15	0.0	15	1.0	c	d					
849	23608659	C069545	D006973	c_d	C069545_x_D006973	15	c_1_broken	15	0.0	15	1.0	c	d					
850	23608659	D000804	D006973	c_d	D000804_x_D006973	15	c_1_broken	12	0.0	15	0.8	c	d					
851	23608659	D005947	D006973	c_d	D005947_x_D006973	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
852	23608659	D010100	D006973	c_d	D010100_x_D006973	16	c_1_broken	15	0.0	16	0.9375	c	d					
853	23608659	D014415	D006973	c_d	D014415_x_D006973	15	drug has no relation to disease	6	0.0	15	0.4	c	d					
856	23861206	8086	C537017	g_d	8086_x_C537017	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
857	23861206	8086	C538339	g_d	8086_x_C538339	16	c_2_broken	11	0.0	16	0.6875	g	d					
860	23861206	8086	D000690	g_d	8086_x_D000690	16	gene has no relation to disease	11	0.0	16	0.6875	g	d					
863	23861206	8086	D004941	g_d	8086_x_D004941	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d					
864	23861206	8086	D009386	g_d	8086_x_D009386	15	c_2_broken	6	0.0	15	0.4	g	d					
865	23861206	8086	D016472	g_d	8086_x_D016472	15	gene has no relation to disease	9	0.0	15	0.6	g	d					
866	23861206	8086	D020734	g_d	8086_x_D020734	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
869	23865579	C578980	D018981	c_d	C578980_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
870	23865579	D022622	D018981	c_d	D022622_x_D018981	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
871	23904445	D012643	D064420	c_d	D012643_x_D064420	15	c_1_broken	8	0.0	15	0.5333333333333333	c	d					
872	23904445	D017279	D064420	c_d	D017279_x_D064420	15	c_1_broken	9	0.0	15	0.6	c	d					
874	23985544	D008550	D001750	c_d	D008550_x_D001750	16	drug relates to disease	4	0.0	16	0.25	c	d					
875	23985544	D008550	D003072	c_d	D008550_x_D003072	15	drug (may) prevent(s) disease	7	0.0	15	0.4666666666666667	c	d					
876	23985544	D008550	D019636	c_d	D008550_x_D019636	15	drug relates to disease	6	0.0	15	0.4	c	d					
877	23985544	D008550	D028361	c_d	D008550_x_D028361	15	drug has no relation to disease	8	0.0	15	0.5333333333333333	c	d					
878	23993988	C077118	D012507	c_d	C077118_x_D012507	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
879	23993988	C511596	D012507	c_d	C511596_x_D012507	15	c_1_broken	15	0.0	15	1.0	c	d					
880	23993988	C544092	D012507	c_d	C544092_x_D012507	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
881	24037837	D000596	C536108	c_d	D000596_x_C536108	16	c_1_broken	10	1.0	15	0.6666666666666666	c	d					
883	24094038	C415129	D000544	c_d	C415129_x_D000544	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
884	24113653	C095293	D024801	c_d	C095293_x_D024801	16	c_1_broken	15	0.0	16	0.9375	c	d					
886	24115865	D005947	D000860	c_d	D005947_x_D000860	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
887	24115865	D008316	D000860	c_d	D008316_x_D000860	15	c_1_broken	12	0.0	15	0.8	c	d					
888	24139699	5443	202200	g_d	5443_x_202200	16	gene relates to disease	7	1.0	15	0.4666666666666667	g	d					
892	24139699	5443	D000690	g_d	5443_x_D000690	15	gene has no relation to disease	10	0.0	15	0.6666666666666666	g	d					
893	24139699	5443	D003680	g_d	5443_x_D003680	15	gene relates to disease	7	0.0	15	0.4666666666666667	g	d					
897	24139699	5443	D019282	g_d	5443_x_D019282	17	gene has no relation to disease	7	1.0	16	0.4375	g	d					
898	24139699	5443	D020361	g_d	5443_x_D020361	15	gene has no relation to disease	6	0.0	15	0.4	g	d					
899	24139699	5443	D025063	g_d	5443_x_D025063	15	gene relates to disease	12	0.0	15	0.8	g	d					
900	24153356	C021319	D018981	c_d	C021319_x_D018981	18	c_1_broken	16	0.0	18	0.8888888888888888	c	d					
901	24153356	D012794	D018981	c_d	D012794_x_D018981	17	c_1_broken	14	0.0	17	0.8235294117647058	c	d					
902	24248470	C015978	D006816	c_d	C015978_x_D006816	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
903	24248470	D004187	D006816	c_d	D004187_x_D006816	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
904	24248470	D013481	D006816	c_d	D013481_x_D006816	16	c_1_broken	13	0.0	16	0.8125	c	d					
905	24248470	D014199	D006816	c_d	D014199_x_D006816	16	c_1_broken	10	0.0	16	0.625	c	d					
906	24279733	C033171	D005693	c_d	C033171_x_D005693	15	drug (may) treat(s) disease	14	0.0	15	0.9333333333333332	c	d					
908	24279733	C033171	D064420	c_d	C033171_x_D064420	15	drug (may) treat(s) disease	6	0.0	15	0.4	c	d					
909	24416370	D011134	D003092	c_d	D011134_x_D003092	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
910	24416370	D016264	D007249	c_d	D016264_x_D007249	15	c_1_broken	7	0.0	15	0.4666666666666667	c	d					
911	24417481	C000593135	D012769	c_d	C000593135_x_D012769	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
912	24417481	D010100	D012769	c_d	D010100_x_D012769	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
913	24417481	D013438	D012769	c_d	D013438_x_D012769	15	c_1_broken	12	0.0	15	0.8	c	d					
914	24481335	C510621	D002386	c_d	C510621_x_D002386	15	c_1_broken	5	0.0	15	0.3333333333333333	c	d					
915	24481335	D002118	D019636	c_d	D002118_x_D019636	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
917	24497285	D006020	D009369	c_d	D006020_x_D009369	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
918	24517367	C004931	D019636	c_d	C004931_x_D019636	16	c_1_broken	13	0.0	16	0.8125	c	d					
920	24517367	C010643	D019636	c_d	C010643_x_D019636	16	c_1_broken	10	0.0	16	0.625	c	d					
921	24517367	C024343	D019636	c_d	C024343_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
922	24517367	C544092	D019636	c_d	C544092_x_D019636	16	c_1_broken	14	0.0	16	0.875	c	d					
923	24517367	D007501	D019636	c_d	D007501_x_D019636	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
924	24517367	D010100	D019636	c_d	D010100_x_D019636	15	c_1_broken	11	0.0	15	0.7333333333333333	c	d					
925	24517367	D015032	D019636	c_d	D015032_x_D019636	16	c_1_broken	9	0.0	16	0.5625	c	d					
926	24527708	C039522	D018981	c_d	C039522_x_D018981	15	c_1_broken	15	0.0	15	1.0	c	d					
927	24527708	D006020	D018981	c_d	D006020_x_D018981	17	c_1_broken	17	0.0	17	1.0	c	d					
928	24651605	55768	606217	g_d	55768_x_606217	17	c_2_broken	9	1.0	16	0.5625	g	d					
929	24651605	55768	C536009	g_d	55768_x_C536009	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
930	24651605	55768	C536108	g_d	55768_x_C536108	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d					
931	24651605	55768	C562827	g_d	55768_x_C562827	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
932	24651605	55768	D002658	g_d	55768_x_D002658	17	gene mutation is/may be associated with disease	12	1.0	16	0.75	g	d					
934	24651605	55768	D008107	g_d	55768_x_D008107	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d					
935	24651605	55768	D008831	g_d	55768_x_D008831	16	gene mutation is/may be associated with disease	14	0.0	16	0.875	g	d					
936	24651605	55768	D009069	g_d	55768_x_D009069	17	gene mutation is/may be associated with disease	12	1.0	16	0.75	g	d					
937	24651605	55768	D009123	g_d	55768_x_D009123	15	gene mutation is/may be associated with disease	10	1.0	14	0.7142857142857143	g	d					
938	24651605	55768	D009422	g_d	55768_x_D009422	15	gene mutation is/may be associated with disease	11	0.0	15	0.7333333333333333	g	d					
939	24651605	55768	D009461	g_d	55768_x_D009461	16	gene mutation is/may be associated with disease	13	1.0	15	0.8666666666666667	g	d					
941	24651605	55768	D025063	g_d	55768_x_D025063	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d					
942	24651605	55768	D025861	g_d	55768_x_D025861	17	gene mutation is/may be associated with disease	11	1.0	16	0.6875	g	d					
943	24651605	55768	D030342	g_d	55768_x_D030342	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d					
944	24741456	C026560	D020734	c_d	C026560_x_D020734	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
945	24741456	D015655	D010300	c_d	D015655_x_D010300	15	c_1_broken	9	0.0	15	0.6	c	d					
946	24834210	D000324	D005317	c_d	D000324_x_D005317	17	c_1_broken	9	0.0	17	0.5294117647058824	c	d					
947	25106632	C023888	612336	c_d	C023888_x_612336	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
948	25206537	D010100	D000208	c_d	D010100_x_D000208	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
950	25331899	C107044	D018981	c_d	C107044_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
951	25331899	C428906	D018981	c_d	C428906_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d					
952	25478884	C544092	D019636	c_d	C544092_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d					
953	25478884	D005986	D017772	c_d	D005986_x_D017772	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d					
954	25525276	C065795	D000544	c_d	C065795_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d					
956	25639459	D002118	D000544	c_d	D002118_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d					
957	25701757	C047192	D064420	c_d	C047192_x_D064420	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d					
958	25781531	8086	202200	g_d	8086_x_202200	18	gene mutation is/may be associated with disease	11	0.0	18	0.6111111111111112	g	d					
964	25781531	8086	D011628	g_d	8086_x_D011628	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d					
965	25781531	8086	D017495	g_d	8086_x_D017495	15	c_2_broken	8	0.0	15	0.5333333333333333	g	d					
967	25781531	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d					
968	25859006	C059514	C535819	c_d	C059514_x_C535819	15	drug (may) treat(s) disease	13	1.0	14	0.9285714285714286	c	d					
969	25859006	C059514	D007249	c_d	C059514_x_D007249	15	c_2_broken	11	0.0	15	0.7333333333333333	c	d					
970	25859006	D001241	C535819	c_d	D001241_x_C535819	15	drug (may) treat(s) disease	14	1.0	14	1.0	c	d					
971	25859006	D001241	D007249	c_d	D001241_x_D007249	15	c_2_broken	6	1.0	14	0.42857142857142855	c	d					
972	26053138	C029973	D005693	c_d	C029973_x_D005693	15	c_1_broken	15	0.0	15	1.0	c	d					
973	26053138	D005690	D005693	c_d	D005690_x_D005693	15	c_1_broken	6	0.0	15	0.4	c	d					
974	26143117	D014531	D014842	c_d	D014531_x_D014842	15	c_2_broken	7	0.0	15	0.4666666666666667	c	d					
