	pmid	refid1	refid2	reltype	concept_pair	user_count	evtype	relation_count	test_completions	true_responses	response_ratio	refid1_type	refid2_type
2846	24651605	55768	D025063	g_d	55768_x_D025063	15	gene mutation is/may be associated with disease	12	1.0	14	0.8571428571428571	g	d
2848	24651605	55768	D025861	g_d	55768_x_D025861	17	gene mutation is/may be associated with disease	11	1.0	16	0.6875	g	d
2852	24651605	55768	D030342	g_d	55768_x_D030342	15	gene mutation is/may be associated with disease	13	0.0	15	0.8666666666666667	g	d
2853	24741456	C026560	D020734	c_d	C026560_x_D020734	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2856	24741456	D015655	D010300	c_d	D015655_x_D010300	15	c_1_broken	9	0.0	15	0.6	c	d
2859	24834210	D000324	D005317	c_d	D000324_x_D005317	17	c_1_broken	9	0.0	17	0.5294117647058824	c	d
2864	25106632	C023888	612336	c_d	C023888_x_612336	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2866	25206537	D010100	D000208	c_d	D010100_x_D000208	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2868	25331899	C049568	D018981	c_d	C049568_x_D018981	15	c_1_broken	10	1.0	14	0.7142857142857143	c	d
2871	25331899	C107044	D018981	c_d	C107044_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d
2874	25331899	C428906	D018981	c_d	C428906_x_D018981	15	c_1_broken	12	0.0	15	0.8	c	d
2882	25478884	C544092	D019636	c_d	C544092_x_D019636	15	c_1_broken	13	0.0	15	0.8666666666666667	c	d
2885	25478884	D005986	D017772	c_d	D005986_x_D017772	15	c_1_broken	10	0.0	15	0.6666666666666666	c	d
2891	25525276	C065795	D000544	c_d	C065795_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d
2892	25525276	C544092	D000544	c_d	C544092_x_D000544	15	c_1_broken	15	0.0	15	1.0	c	d
2893	25639459	D002118	D000544	c_d	D002118_x_D000544	15	c_1_broken	12	0.0	15	0.8	c	d
2899	25701757	C047192	D064420	c_d	C047192_x_D064420	15	c_1_broken	14	0.0	15	0.9333333333333332	c	d
2911	25781531	8086	202200	g_d	8086_x_202200	18	gene mutation is/may be associated with disease	11	0.0	18	0.6111111111111112	g	d
2913	25781531	8086	C536008	g_d	8086_x_C536008	16	gene mutation is/may be associated with disease	15	0.0	16	0.9375	g	d
2915	25781531	8086	C536009	g_d	8086_x_C536009	15	gene mutation is/may be associated with disease	9	0.0	15	0.6	g	d
2916	25781531	8086	D000309	g_d	8086_x_D000309	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2918	25781531	8086	D004931	g_d	8086_x_D004931	15	gene mutation is/may be associated with disease	15	0.0	15	1.0	g	d
2920	25781531	8086	D009422	g_d	8086_x_D009422	16	gene mutation is/may be associated with disease	14	0.0	16	0.875	g	d
2923	25781531	8086	D011628	g_d	8086_x_D011628	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2924	25781531	8086	D017495	g_d	8086_x_D017495	15	c_2_broken	8	0.0	15	0.5333333333333333	g	d
2929	25781531	8086	D018908	g_d	8086_x_D018908	15	gene mutation is/may be associated with disease	10	0.0	15	0.6666666666666666	g	d
2931	25781531	8086	D025063	g_d	8086_x_D025063	15	gene mutation is/may be associated with disease	14	0.0	15	0.9333333333333332	g	d
2933	25859006	C059514	C535819	c_d	C059514_x_C535819	15	drug (may) treat(s) disease	13	1.0	14	0.9285714285714286	c	d
2935	25859006	C059514	D007249	c_d	C059514_x_D007249	15	c_2_broken	11	0.0	15	0.7333333333333333	c	d
2937	25859006	D001241	C535819	c_d	D001241_x_C535819	15	drug (may) treat(s) disease	14	1.0	14	1.0	c	d
2938	25859006	D001241	D007249	c_d	D001241_x_D007249	15	c_2_broken	6	1.0	14	0.42857142857142855	c	d
2942	26053138	C029973	D005693	c_d	C029973_x_D005693	15	c_1_broken	15	0.0	15	1.0	c	d
2943	26053138	D005690	D005693	c_d	D005690_x_D005693	15	c_1_broken	6	0.0	15	0.4	c	d
2948	26143117	D014531	D014842	c_d	D014531_x_D014842	15	c_2_broken	7	0.0	15	0.4666666666666667	c	d
