	SUBJECT_NAME	PREDICATE	OBJECT_NAME	PMID	SUBJECT_CUI	SUBJECT_SEMTYPE	OBJECT_CUI	OBJECT_SEMTYPE	PREDICATION_ID	SENTENCE_ID	SUBJECT_NOVELTY	OBJECT_NOVELTY
928	Therapeutic procedure	USES	resveratrol	21074897	C0087111	topp	C0073096	phsu	69100003	124390269	0	1
929	Platelet rich plasma	CAUSES	Prion Diseases	21074897	C0370220	bdsu	C0162534	dsyn	69100121	124390554	1	1
930	resveratrol	STIMULATES	SIRT1 gene	21074897	C0073096	orch	C1423062	gngm	69100125	124390554	1	1
931	Genes	AFFECTS	estrogen biosynthesis	23139742	C0017337	gngm	C1157310	moft	69304496	124805376	1	1
932	Endometriosis, site unspecified	PROCESS_OF	Patients	23139742	C0014175	dsyn	C0030705	humn	69304520	124805432	1	0
933	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	ISA	Spectrum Analysis, Mass	23139742	C0282597	lbpr	C0037813	lbpr	69304564	124805469	1	1
934	FSHR gene	PREDISPOSES	Endometriosis, site unspecified	23139742	C1414828	gngm	C0014175	dsyn	69304794	124805928	1	1
935	HSD17B3 gene	PREDISPOSES	Endometriosis, site unspecified	23139742	C1415739	gngm	C0014175	dsyn	69304800	124805928	1	1
936	Endometriosis, site unspecified	PROCESS_OF	Woman	23139742	C0014175	dsyn	C0043210	humn	69304811	124805928	1	1
937	Single Nucleotide Polymorphism	COEXISTS_WITH	FSHR gene	23139742	C0752046	nusq	C1414828	aapp	69304855	124806024	1	1
938	Single Nucleotide Polymorphism	COEXISTS_WITH	HSD17B3 gene	23139742	C0752046	nusq	C1415739	aapp	69304858	124806024	1	1
939	Toxin	PART_OF	Rattus norvegicus	23536801	C0040549	bacs	C0034693	mamm	69541654	125281738	1	1
940	MG 132	STIMULATES	Heat-Shock Proteins 70	23536801	C0246694	aapp	C0243043	gngm	69541769	125281932	1	1
941	Neocortex	LOCATION_OF	Ceruloplasmin	23536801	C0175173	bpoc	C0007841	aapp	69541919	125282265	1	1
942	Adrenal gland hypofunction	COEXISTS_WITH	Syndrome	23861206	C0001623	dsyn	C0039082	dsyn	69785157	125769990	1	0
943	Esophageal achalasia	COEXISTS_WITH	Syndrome	23861206	C0014848	dsyn	C0039082	dsyn	69785172	125769990	1	0
944	Syndrome	ISA	Disease	23861206	C0039082	dsyn	C0012634	dsyn	69785176	125769990	0	0
945	Alacrima	COEXISTS_WITH	Syndrome	23861206	C0344505	cgab	C0039082	dsyn	69785178	125769990	1	0
946	Adrenal gland hypofunction	COEXISTS_WITH	Disease	23861206	C0001623	dsyn	C0012634	dsyn	69785183	125769990	1	0
947	Esophageal achalasia	COEXISTS_WITH	Disease	23861206	C0014848	dsyn	C0012634	dsyn	69785187	125769990	1	0
948	Alacrima	COEXISTS_WITH	Disease	23861206	C0344505	cgab	C0012634	dsyn	69785193	125769990	1	0
949	Amyotrophic Lateral Sclerosis	PROCESS_OF	Patients	23861206	C0002736	dsyn	C0030705	humn	69785220	125770119	1	0
950	Cultured Cells	LOCATION_OF	Fusion Protein	23861206	C0007635	cell	C0162768	aapp	69785264	125770241	1	1
951	Nuclear Pore Complex	LOCATION_OF	Mutant Proteins	23861206	C0598988	celc	C1564139	aapp	69785305	125770342	1	1
952	Progressive Muscular Atrophy	PROCESS_OF	Patients	23861206	C0917981	dsyn	C0030705	humn	69785350	125770374	1	0
953	Progressive Muscular Atrophy	ISA	Syndrome	23861206	C0917981	dsyn	C0039082	dsyn	69785355	125770374	1	0
954	Syndrome	PROCESS_OF	Patients	23861206	C0039082	dsyn	C0030705	humn	69785358	125770374	0	0
955	Motor Neuron Disease	PROCESS_OF	Patients	23861206	C0085084	dsyn	C0030705	humn	69785363	125770374	1	0
956	Glucocorticoid deficiency with achalasia	ISA	Syndrome	24834210	C0271742	dsyn	C0039082	dsyn	70151819	126500390	1	0
957	Somatomedins	CAUSES	Stress	22645345	C0037657	gngm	C0038435	fndg	70301607	126793396	1	1
958	Fibroblasts	PART_OF	Lung	21852685	C0016030	cell	C0024109	bpoc	70325273	126844439	1	1
959	Stress	COEXISTS_WITH	Hamman-Rich syndrome	21852685	C0038435	fndg	C0085786	dsyn	70325302	126844537	1	1
960	Focal	LOCATION_OF	Fibroblasts	21852685	C0205234	spco	C0016030	cell	70325331	126844629	1	1
961	alpha-Actin	PART_OF	Smooth muscle (tissue)	21852685	C0002240	aapp	C1267092	tisu	70325388	126844682	1	1
962	Fibroblasts	PART_OF	Lung	21852685	C0016030	cell	C0024109	bpoc	70325389	126844682	1	1
963	Fibroblasts	PART_OF	Human	21852685	C0016030	cell	C0020114	humn	70325445	126844848	1	1
964	Collagen Type I	PART_OF	Human	21852685	C0041455	aapp	C0020114	humn	70325456	126844848	1	1
965	Collagen Type I	PART_OF	House mice	21852685	C0041455	aapp	C0025914	mamm	70325467	126844848	1	1
966	Induction	USES	Collagen Type I	21852685	C0857127	topp	C0041455	aapp	70325507	126844958	1	1
967	Molecular Chaperones	STIMULATES	Collagen Type I	21852685	C0243041	aapp	C0041455	gngm	70325513	126844958	1	1
968	4-PBA	STIMULATES	Collagen Type I	21852685	C0908957	orch	C0041455	gngm	70325521	126844958	1	1
969	Molecular Chaperones	ASSOCIATED_WITH	Pulmonary Fibrosis	21852685	C0243041	aapp	C0034069	dsyn	70325594	126845123	1	1
970	COG8 gene	CONVERTS_TO	BET1L gene	23865579	C1425655	gngm	C1426180	gngm	70364961	126922720	1	1
971	COG8 gene	CONVERTS_TO	VAMP4 gene	23865579	C1425655	gngm	C1421421	gngm	70364964	126922720	1	1
972	Hela Cells	LOCATION_OF	COG8 gene	23865579	C0018873	cell	C1425655	aapp	70364967	126922720	1	1
973	Golgi Apparatus	AFFECTS	retrograde transport	23430875	C0018042	celc	C0598953	celf	70470104	127129634	1	1
974	Disease	PROCESS_OF	Patients	23430875	C0012634	dsyn	C0030705	humn	70470245	127129885	0	0
975	Adrenal gland hypofunction	COEXISTS_WITH	Rare Diseases	23327820	C0001623	dsyn	C0678236	dsyn	70541745	127272533	1	1
976	PROGRESSIVE SYMPTOMS	COEXISTS_WITH	Rare Diseases	23327820	C0240807	fndg	C0678236	dsyn	70541750	127272533	1	1
977	Alacrima	COEXISTS_WITH	Rare Diseases	23327820	C0344505	cgab	C0678236	dsyn	70541756	127272533	1	1
978	Achalasia	COEXISTS_WITH	Rare Diseases	23327820	C1321756	fndg	C0678236	dsyn	70541766	127272533	1	1
979	Exons	STIMULATES	DNA	23327820	C0015295	bacs	C0012854	bacs	70541831	127272696	1	1
980	Carrier status	PROCESS_OF	Patients	23327820	C0449439	fndg	C0030705	humn	70541910	127272851	1	0
981	DNA analysis	ISA	Diagnosis	23327820	C0200898	lbpr	C0011900	hlca	70541949	127272912	1	1
982	Sugars	ASSOCIATED_WITH	Liver Cirrhosis, Alcoholic	22126980	C0242209	carb	C0023891	dsyn	70602725	127389556	1	1
983	Kidney	LOCATION_OF	Secondary disease	22126980	C0022646	bpoc	C0277555	dsyn	70602790	127389589	1	1
984	Secondary disease	PROCESS_OF	glycosylation	22126980	C0277555	dsyn	C0017982	npop	70602791	127389589	1	1
985	Liver Cirrhosis, Alcoholic	PROCESS_OF	Patients	22126980	C0023891	dsyn	C0030705	humn	70602798	127389589	1	0
986	Patients	LOCATION_OF	Antigen-Antibody Complex	22126980	C0030705	humn	C0003313	aapp	70602803	127389589	0	1
987	IGA Glomerulonephritis	PROCESS_OF	Patients	22126980	C0017661	dsyn	C0030705	humn	70602844	127389748	1	0
988	Patients	LOCATION_OF	Antigen-Antibody Complex	22126980	C0030705	humn	C0003313	aapp	70602847	127389748	0	1
989	follow-up	TREATS	Patients	22538409	C1522577	hlca	C0030705	humn	70605746	127395223	1	0
990	Glucocorticoid deficiency with achalasia	ISA	Syndrome	22538409	C0271742	dsyn	C0039082	dsyn	70605781	127395272	1	0
991	Achalasia	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	22538409	C1321756	fndg	C0271742	dsyn	70605808	127395343	1	1
992	Alacrima	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	22538409	C0344505	cgab	C0271742	dsyn	70605816	127395343	1	1
993	Adrenal gland hypofunction	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	22538409	C0001623	dsyn	C0271742	dsyn	70605820	127395343	1	1
994	Neurologic Deficits	COEXISTS_WITH	Glucocorticoid deficiency with achalasia	22538409	C0521654	fndg	C0271742	dsyn	70605827	127395343	1	1
995	follow-up	TREATS	Patients	22538409	C1522577	hlca	C0030705	humn	70605873	127395409	1	0
996	Alacrima	PART_OF	Patients	22538409	C0344505	cgab	C0030705	humn	70605909	127395486	1	0
997	Endoplasmic Reticulum	LOCATION_OF	Molecular Chaperones	22370090	C0014239	celc	C0243041	aapp	70605915	127395498	1	1
998	Alzheimer's Disease	ISA	Disease	22370090	C0002395	dsyn	C0012634	dsyn	70605958	127395562	1	0
999	Disease	ISA	Alzheimer's Disease	22370090	C0012634	dsyn	C0002395	dsyn	70605964	127395562	0	1
1000	Metals	PREDISPOSES	Disease	22370090	C0025552	inch	C0012634	dsyn	70605988	127395630	1	0
1001	Endoplasmic Reticulum	LOCATION_OF	HSPA5 gene	22370090	C0014239	celc	C1415761	aapp	70606025	127395675	1	1
1002	Signal Pathways	PROCESS_OF	network	22370090	C0037080	celf	C0679670	humn	70606029	127395675	1	1
1003	Symptoms	PROCESS_OF	Patients	22538409	C1457887	sosy	C0030705	humn	70606073	127395726	0	0
1004	Erectile dysfunction	PROCESS_OF	Patients	22538409	C0242350	dsyn	C0030705	humn	70606080	127395726	1	0
1005	Difficulty walking	PROCESS_OF	Patients	22538409	C0311394	fndg	C0030705	humn	70606085	127395726	1	0
1006	Alzheimer's Disease	ISA	Disease	22370090	C0002395	dsyn	C0012634	dsyn	70606094	127395772	1	0
1007	Disease	ISA	Alzheimer's Disease	22370090	C0012634	dsyn	C0002395	dsyn	70606097	127395772	0	1
1008	Metals	CAUSES	Alzheimer's Disease	22370090	C0025552	inch	C0002395	dsyn	70606100	127395772	1	1
1009	Metals	CAUSES	Disease	22370090	C0025552	inch	C0012634	dsyn	70606102	127395772	1	0
1010	Metals	CAUSES	Alzheimer's Disease	22370090	C0025552	inch	C0002395	dsyn	70606103	127395772	1	1
1011	Metals	CAUSES	Disease	22370090	C0025552	inch	C0012634	dsyn	70606105	127395772	1	0
1012	Metals	ASSOCIATED_WITH	Oxidative Stress	22370090	C0025552	inch	C0242606	comd	70606106	127395772	1	1
1013	Metals	INTERACTS_WITH	HSPA5 gene	22370090	C0025552	inch	C1415761	gngm	70606110	127395772	1	1
1014	Syndrome	PROCESS_OF	Patients	22538409	C0039082	dsyn	C0030705	humn	70606129	127395855	0	0
1015	Syndrome	ISA	Disease	22538409	C0039082	dsyn	C0012634	dsyn	70606136	127395855	0	0
1016	Neurologic Deficits	PROCESS_OF	Patients	22538409	C0521654	fndg	C0030705	humn	70606140	127395855	1	0
1017	Disease	PROCESS_OF	Patients	22538409	C0012634	dsyn	C0030705	humn	70606147	127395855	0	0
1018	Neurologic Deficits	PROCESS_OF	Patients	22538409	C0521654	fndg	C0030705	humn	70606192	127395973	1	0
1019	Neurologic Deficits	PROCESS_OF	Patients	22538409	C0521654	fndg	C0030705	humn	70606201	127395973	1	0
1020	Glucocorticoid deficiency with achalasia	COEXISTS_WITH	Rare Diseases	21656342	C0271742	dsyn	C0678236	dsyn	70621835	127425867	1	1
1021	Glucocorticoid deficiency with achalasia	ISA	Esophageal achalasia	21656342	C0271742	dsyn	C0014848	dsyn	70621841	127425867	1	1
1022	Adrenal gland hypofunction	COEXISTS_WITH	Rare Diseases	21656342	C0001623	dsyn	C0678236	dsyn	70621851	127425867	1	1
1023	Esophageal achalasia	COEXISTS_WITH	Rare Diseases	21656342	C0014848	dsyn	C0678236	dsyn	70621855	127425867	1	1
1024	Alacrima	COEXISTS_WITH	Rare Diseases	21656342	C0344505	cgab	C0678236	dsyn	70621859	127425867	1	1
1025	Mutation	PROCESS_OF	Patients	21656342	C0026882	genf	C0030705	humn	70621901	127426010	1	0
1026	Phosphotransferases	AFFECTS	Cell Growth	22728164	C0031727	aapp	C0007595	celf	70700653	127582947	1	1
1027	Sirolimus (substance)	STIMULATES	Hypoxia-Inducible Factor 1	22728164	C0072980	antb	C0215848	gngm	70700699	127583041	1	1
1028	mast cell	LOCATION_OF	HIF1alpha protein	22728164	C0024880	cell	C0965644	aapp	70700729	127583136	1	1
1029	Hypoxia-Inducible Factor 1	STIMULATES	HIF1alpha protein	22728164	C0215848	aapp	C0965644	gngm	70700731	127583136	1	1
1030	Cells	LOCATION_OF	Sirolimus (substance)	22728164	C0007634	cell	C0072980	orch	70700788	127583220	1	1
1031	Sirolimus (substance)	AUGMENTS	mast cell	22728164	C0072980	orch	C0024880	cell	70700792	127583220	1	1
1032	mast cell	LOCATION_OF	Sirolimus (substance)	22728164	C0024880	cell	C0072980	orch	70700793	127583220	1	1
1033	Sirolimus (substance)	AFFECTS	Signal Transduction	22728164	C0072980	antb	C0037083	celf	70700822	127583358	1	1
1034	Klebsiella pneumonia bacterium	ISA	Proteobacteria	22496764	C0001699	bact	C0751985	bact	70741292	127666646	1	1
1035	Response to stimulus physiology	PROCESS_OF	Couples	22496764	C0542478	phsf	C0010222	humn	70741346	127666740	1	1
1036	Operon	AFFECTS	Bacterial Physiology	22496764	C0029073	aapp	C0243053	npop	70741386	127666816	1	1
1037	Parkinson Disease	PROCESS_OF	Animal Model	23077033	C0030567	dsyn	C0599779	anim	70886004	127950661	1	0
1038	Parkinson Disease	PROCESS_OF	Patients	23077033	C0030567	dsyn	C0030705	humn	70886006	127950661	1	0
1039	NOX1 gene	PART_OF	dopaminergic neuron	23077033	C1456389	gngm	C0815003	cell	70886008	127950661	1	1
1040	dopaminergic neuron	PART_OF	Animal Model	23077033	C0815003	cell	C0599779	anim	70886011	127950661	1	0
1041	Brain tissue	PART_OF	Patients	23077033	C0459385	bpoc	C0030705	humn	70886013	127950661	1	0
1042	NOX1 gene	PRODUCES	alpha-Synuclein	23077033	C1456389	gngm	C0285890	aapp	70886020	127950683	1	1
1043	NOX1 gene	STIMULATES	Paraquat	23077033	C1456389	aapp	C0030493	hops	70886025	127950697	1	1
1044	alpha-Synuclein	STIMULATES	Paraquat	23077033	C0285890	aapp	C0030493	hops	70886026	127950697	1	1
1045	NOX1 gene	STIMULATES	Ubiquitin	23077033	C1456389	gngm	C0041538	gngm	70886039	127950715	1	1
1046	NOX1 gene	STIMULATES	alpha-Synuclein	23077033	C1456389	gngm	C0285890	gngm	70886040	127950715	1	1
1047	Entire substantia nigra	LOCATION_OF	NOX1 gene	23077033	C1269578	bpoc	C1456389	aapp	70886042	127950715	1	1
1048	Therapeutic procedure	CAUSES	Parkinson Disease	23077033	C0087111	topp	C0030567	dsyn	70886066	127950761	0	1
1049	SORL1 gene	ASSOCIATED_WITH	Alzheimer's Disease	25525276	C1420312	gngm	C0002395	dsyn	71254868	128700269	1	1
1050	SORL1 gene	INTERACTS_WITH	Amyloid beta-Protein Precursor	25525276	C1420312	gngm	C0085151	gngm	71254877	128700277	1	1
1051	Cell Line	PRODUCES	SORL1 gene	25525276	C0007600	cell	C1420312	aapp	71254904	128700328	1	1
1052	Mutation	PROCESS_OF	glycosylation	25525276	C0026882	genf	C0017982	npop	71254921	128700354	1	1
1053	Amyloid beta-Protein Precursor	PART_OF	Cells	25525276	C0085151	aapp	C0007634	cell	71254925	128700354	1	1
1054	Translation, Genetic	PROCESS_OF	glycosylation	25525276	C0040711	genf	C0017982	npop	71254932	128700372	1	1
1055	SORL1 gene	AFFECTS	amyloid precursor protein metabolism	25525276	C1420312	gngm	C1327340	moft	71254934	128700372	1	1
1056	Polyubiquitin	AUGMENTS	Embryonic Tissue - MEF (MMHCC)	25701757	C0084133	aapp	C1516828	tisu	71701268	129613543	1	1
1057	Polyubiquitin	STIMULATES	arsenite	25701757	C0084133	aapp	C0052418	inch	71701274	129613558	1	1
1058	Cells	LOCATION_OF	Ubiquitin	25701757	C0007634	cell	C0041538	aapp	71701341	129613630	1	1
1059	inhibitors	compared_with	Butyrylcholinesterase	24517367	C0243077	chvf	C0728810	aapp	71969773	130159534	1	1
1060	Brain	PART_OF	Human	25639459	C0006104	bpoc	C0020114	humn	73792298	134091175	1	1
1061	branched-chain aminotransferases	AFFECTS	Brain	25639459	C1565192	aapp	C0006104	bpoc	73792302	134091175	1	1
1062	Glutamate	PART_OF	Brain	25639459	C0220839	aapp	C0006104	bpoc	73792329	134091244	1	1
1063	branched-chain aminotransferases	PART_OF	Cytosol	25639459	C1565192	aapp	C0010854	celc	73792334	134091244	1	1
1064	Neurons	LOCATION_OF	branched-chain aminotransferases	25639459	C0027882	cell	C1565192	aapp	73792339	134091244	1	1
1065	Nitrogen	INTERACTS_WITH	Glutamate	25639459	C0028158	elii	C0220839	aapp	73792343	134091244	1	1
1066	Glutamate	STIMULATES	Calcium	25639459	C0220839	aapp	C0006675	bacs	73792389	134091396	1	1
1067	Alzheimer's Disease	PROCESS_OF	Patients	25639459	C0002395	dsyn	C0030705	humn	73792397	134091396	1	0
1068	Brain	PART_OF	Human	25639459	C0006104	bpoc	C0020114	humn	73792437	134091489	1	1
1069	Proteins	AFFECTS	Homeostasis	25639459	C0033684	aapp	C0019868	orgf	73792439	134091489	1	1
1070	Alzheimer's Disease	PROCESS_OF	Patients	25639459	C0002395	dsyn	C0030705	humn	73792454	134091562	1	0
1071	Brain	PART_OF	Patients	25639459	C0006104	bpoc	C0030705	humn	73792459	134091562	1	0
1072	Signal Transduction	PROCESS_OF	Oxidation-Reduction	25639459	C0037083	celf	C0030012	npop	73792514	134091696	1	1
1073	Proteins	INTERACTS_WITH	Glutamate	25639459	C0033684	aapp	C0220839	aapp	73792515	134091696	1	1
1074	N-Methylaspartate	ISA	Aspartate	25773481	C0079883	aapp	C0085845	aapp	74725556	136065175	1	1
1075	Adrenal gland hypofunction	COEXISTS_WITH	Autosome Disorders	25781531	C0001623	dsyn	C0870182	comd	75515617	137710913	1	1
1076	Puberty, Delayed	PROCESS_OF	Boys	25781531	C0034012	dsyn	C0870221	humn	75515647	137710963	1	1
1077	galactose epimerase	CAUSES	Oxidative Stress	26143117	C0060969	aapp	C0242606	comd	77129895	141098357	1	1
1078	Pharmaceutical Preparations	INHIBITS	Antioxidants	26143117	C0013227	phsu	C0003402	phsu	77129929	141098417	0	1
1079	Therapeutic procedure	PREVENTS	Oxidative Stress	26143117	C0087111	topp	C0242606	comd	77129934	141098417	0	1
1080	Child	LOCATION_OF	Galactose	26053138	C0008059	humn	C0016945	carb	77610022	142105032	1	1
1081	Complication	PROCESS_OF	Patients	26053138	C0009566	patf	C0030705	humn	77610049	142105110	0	0
1082	Supplementation	USES	Galactose	26053138	C1515075	topp	C0016945	carb	77610265	142105505	1	1
1083	Mutation	CAUSES	Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome	25859006	C0026882	genf	C0410538	dsyn	78245593	143422439	1	1
1084	Chondrocytes	PART_OF	Epiphysial cartilage	25859006	C0225369	cell	C0018283	tisu	78245621	143422487	1	1
1085	mammalian COMP	AUGMENTS	Stress	25859006	C0601900	aapp	C0038435	fndg	78245625	143422487	1	1
1086	mammalian COMP	CAUSES	Inflammation	25859006	C0601900	aapp	C0021368	patf	78245629	143422487	1	1
1087	Chondrocytes	LOCATION_OF	mammalian COMP	25859006	C0225369	cell	C0601900	aapp	78245634	143422487	1	1
1088	Chondrocytes	LOCATION_OF	mammalian COMP	25859006	C0225369	cell	C0601900	aapp	78245638	143422487	1	1
1089	Aspirin	TREATS	Mus	25859006	C0004057	phsu	C0026809	mamm	78245749	143422708	1	1
1090	resveratrol	TREATS	Mus	25859006	C0073096	phsu	C0026809	mamm	78245755	143422708	1	1
1091	Disease	PROCESS_OF	glycosylation	19651599	C0012634	dsyn	C0017982	npop	79663336	146166940	0	1
1092	Mutation	CAUSES	Disease	19651599	C0026882	genf	C0012634	dsyn	79663340	146166940	1	0
1093	Proteins	AUGMENTS	Golgi Apparatus	19651599	C0033684	aapp	C0018042	celc	79663346	146166944	1	1
1094	Congenital Disorders	PROCESS_OF	Human	19651599	C0242354	dsyn	C0020114	humn	79663347	146166954	0	1
1095	Induction	AFFECTS	Heat-Shock Response	20351174	C0857127	topp	C0282498	orgf	79791903	146420283	1	1
1096	Fibroblasts	PART_OF	Patients	21185756	C0016030	cell	C0030705	humn	80225031	147249364	1	0
1097	Fibroblasts	PART_OF	Patients	21185756	C0016030	cell	C0030705	humn	80225033	147249370	1	0
1098	Antibodies	STIMULATES	Complement System Proteins	24037837	C0003241	aapp	C0009498	gngm	80554859	147891915	1	1
1099	Organic Chemicals	CAUSES	Antibody Formation	24037837	C0029224	orch	C0003261	celf	80554895	147891973	0	1
1100	Clone Cells	LOCATION_OF	Immunoglobulins	24037837	C0009013	cell	C0021027	aapp	80554913	147892012	1	1
1101	Monoclonal Antibodies	PART_OF	Human	24037837	C0003250	aapp	C0020114	humn	80554982	147892153	1	1
1102	Unspecified senile cataract	ISA	Disease	24481335	C0036646	acab	C0012634	dsyn	80666344	148120695	1	0
1103	Neurodegenerative Disorders	ISA	Disease	24481335	C0524851	dsyn	C0012634	dsyn	80666348	148120695	1	0
1104	Calcium ion	PART_OF	Protoplasm	24481335	C0596235	elii	C0175996	celc	80666468	148120940	1	1
1105	Detection	PREDISPOSES	Disease	24497285	C1511790	topp	C0012634	dsyn	80717187	148225709	1	0
1106	Disease	PROCESS_OF	Human	24497285	C0012634	dsyn	C0020114	humn	80717364	148226067	0	1
1107	Glycoproteins	ASSOCIATED_WITH	Disease	24497285	C0017968	aapp	C0012634	dsyn	80717370	148226067	1	0
1108	Protein Disulfide Isomerase	ASSOCIATED_WITH	Alzheimer's Disease	24094038	C0072354	aapp	C0002395	dsyn	80720063	148231175	1	1
1109	branched-chain aminotransferases	PART_OF	Human	24094038	C1565192	aapp	C0020114	humn	80720077	148231221	1	1
1110	Protein Disulfide Isomerase	ISA	Enzymes	24094038	C0072354	aapp	C0014442	enzy	80720110	148231254	1	1
1111	Protein Disulfide Isomerase	AFFECTS	Wound Healing	24094038	C0072354	aapp	C0043240	orgf	80720112	148231254	1	1
1112	Brain	PART_OF	Human	24094038	C0006104	bpoc	C0020114	humn	80720178	148231388	1	1
1113	Brain	LOCATION_OF	Protein Disulfide Isomerase	24094038	C0006104	bpoc	C0072354	aapp	80720181	148231388	1	1
1114	Cells	LOCATION_OF	Protein Disulfide Isomerase	24094038	C0007634	cell	C0072354	aapp	80720186	148231388	1	1
1115	Protein Disulfide Isomerase	PART_OF	Mitochondria	24094038	C0072354	aapp	C0026237	celc	80720204	148231433	1	1
1116	Molecular Chaperones	ASSOCIATED_WITH	Oxidative Stress	24094038	C0243041	aapp	C0242606	comd	80720225	148231483	1	1
1117	Brain	PART_OF	Human	24094038	C0006104	bpoc	C0020114	humn	80720254	148231519	1	1
1118	Endothelial Cells	PART_OF	Blood supply aspects	24094038	C0225336	cell	C0005839	bpoc	80720258	148231519	1	1
1119	Blood supply aspects	PART_OF	Brain	24094038	C0005839	bpoc	C0006104	bpoc	80720267	148231519	1	1
1120	Entire substantia nigra	LOCATION_OF	Parkinson Disease	24741456	C1269578	bpoc	C0030567	dsyn	80778738	148348360	1	1
1121	Autosomal Recessive Juvenile Parkinson Disease	ASSOCIATED_WITH	Mutation	24741456	C0752099	dsyn	C0026882	genf	80778757	148348394	1	1
1122	Assay	METHOD_OF	Therapeutic procedure	24741456	C1510438	lbpr	C0087111	topp	80778832	148348507	1	0
1123	Neurons	LOCATION_OF	1-Methyl-4-phenylpyridinium	24741456	C0027882	cell	C0000098	hops	80778836	148348507	1	1
1124	Embryonic Stem Cell	LOCATION_OF	1-Methyl-4-phenylpyridinium	24741456	C0596508	cell	C0000098	hops	80778840	148348507	1	1
1125	Analysis	USES	Sorters, Cell	24741456	C0936012	resa	C1140606	medd	80778880	148348583	1	1
1126	Analysis	USES	Sorters, Cell	24741456	C0936012	resa	C1140606	medd	80778969	148348711	1	1
1127	biological adaptation to stress	PROCESS_OF	Bacillus subtilis	24417481	C0149784	phsf	C0004595	bact	81457208	149691592	1	1
1128	Cells	LOCATION_OF	Bacillus subtilis	24417481	C0007634	cell	C0004595	bact	81457239	149691639	1	1
1129	Cells	LOCATION_OF	Heat Stress Disorders	24417481	C0007634	cell	C0282507	inpo	81457270	149691720	1	1
1130	Prophylactic treatment	USES	SPX gene	24417481	C0199176	topp	C1824360	aapp	81457308	149691783	1	1
1131	Application procedure	PREVENTS	Neurodegenerative Disorders	25478884	C0185125	hlca	C0524851	dsyn	81808155	150391940	1	1
1132	Molecular Chaperones	INTERACTS_WITH	Amyloid	25478884	C0243041	aapp	C0002716	aapp	81808256	150392071	1	1
1133	Induction	METHOD_OF	Prophylactic treatment	25478884	C0857127	topp	C0199176	topp	81808258	150392071	1	1
1134	Amyloid	INTERACTS_WITH	Proteins	25478884	C0002716	aapp	C0033684	aapp	81808262	150392071	1	1
1135	glycosylation	AFFECTS	Inflammation	24416370	C0017982	npop	C0021368	patf	82182312	151128997	1	1
1136	Epithelial Cells	PART_OF	Intestines	24416370	C0014597	cell	C0021853	bpoc	82182365	151129076	1	1
1137	physiological aspects	AFFECTS	glycosylation	24416370	C0031843	phsf	C0017982	npop	82182367	151129076	1	1
1138	Epithelial Cells	LOCATION_OF	Polysaccharides	24416370	C0014597	cell	C0032594	carb	82182368	151129076	1	1
1139	host	LOCATION_OF	Polysaccharides	24416370	C1167395	celc	C0032594	carb	82182371	151129076	1	1
1140	Colitis	NEG_PROCESS_OF	Mus	24416370	C0009319	dsyn	C0026809	mamm	82182415	151129171	1	1
1141	soluble fraction	LOCATION_OF	Trehalose	24248470	C1166626	celc	C0040815	carb	82300571	151364712	1	1
1142	soluble fraction	PART_OF	Cells	24248470	C1166626	celc	C0007634	cell	82300573	151364712	1	1
1143	Cells	PART_OF	Saccharomyces cerevisiae	24248470	C0007634	cell	C0036025	fngs	82300624	151364797	1	1
1144	Trehalose	PART_OF	Heat shock proteins	24248470	C0040815	bacs	C0018850	aapp	82300627	151364797	1	1
1145	Trehalose	STIMULATES	Mutant Proteins	24248470	C0040815	bacs	C1564139	gngm	82300642	151364847	1	1
1146	Therapeutic procedure	TREATS	Galactosemias	24279733	C0087111	topp	C0016952	dsyn	83178108	153146567	0	1
1147	Galactosemias	ISA	Metabolic Diseases	24279733	C0016952	dsyn	C0025517	dsyn	83178127	153146603	1	1
1148	Diet	ASSOCIATED_WITH	Toxic effect	24279733	C0012155	food	C0600688	inpo	83178164	153146674	1	1
1149	Plant Extracts	COEXISTS_WITH	Anthocyanins	24279733	C0032081	bacs	C0003161	orch	83178179	153146733	1	1
1150	SFTPC gene	TREATS	Galactosemias	24279733	C1442758	aapp	C0016952	dsyn	83178201	153146764	1	1
1151	Nerve Degeneration	COEXISTS_WITH	Parkinson Disease	25106632	C0027746	comd	C0030567	dsyn	83294811	153376077	1	1
1152	Parkinson Disease	ISA	Neurodegenerative Disorders	25106632	C0030567	dsyn	C0524851	dsyn	83294838	153376107	1	1
1153	Mutation	PROCESS_OF	Linked gene	25106632	C0026882	genf	C0314613	genf	83294946	153376315	1	1
1154	NGLY1 gene	CAUSES	Disease	24651605	C1425023	gngm	C0012634	dsyn	83597828	153987704	1	0
1155	Phenotype	ASSOCIATED_WITH	Disease	24651605	C0031437	orga	C0012634	dsyn	83597886	153987768	1	0
1156	Global developmental delay	PROCESS_OF	Patients	24651605	C0557874	patf	C0030705	humn	83597923	153987889	1	0
1157	NGLY1 gene	ASSOCIATED_WITH	Liver diseases	24651605	C1425023	gngm	C0023895	dsyn	83597986	153987984	1	1
